Kanji,Meaning,Grade,JLPT,Strokes,IsJouyou,IsJinmeiyou,IsRadical,IDS,Components
酒,"sake, alcohol",3,2,10,True,False,False,⿰氵酉,氵 酉
院,"Inst., institution, temple, mansion, school",3,3,10,True,False,False,⿰⻖完,⻖ 宀 一 兀 元 完
動,"move, motion, change, confusion, shift, shake",3,3,11,True,False,False,⿰重力,重 力
商,"make a deal, selling, dealing in, merchant",3,2,11,True,False,False,⿱?冏,口 冏
問,"question, ask, problem",3,3,11,True,False,False,⿵門口,門 口
宿,"inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling",3,2,11,True,False,False,⿱宀佰,宀 亻 一 白 百 佰
帳,"notebook, account book, album, curtain, veil, net, tent",3,1,11,True,False,False,⿰巾長,巾 長
悪,"bad, vice, rascal, false, evil, wrong",3,3,11,True,False,False,⿱亜心,亜 心
族,"tribe, family",3,3,11,True,False,False,⿸𭤨矢,𭤨 矢
深,"deep, heighten, intensify, strengthen",3,2,11,True,False,False,⿰氵罙,氵 ⺳ 木 罙
球,"ball, sphere",3,2,11,True,False,False,⿰𤣩求,𤣩 求
祭,"ritual, offer prayers, celebrate, deify, enshrine, worship",3,2,11,True,False,False,⿱?示,示
章,"badge, chapter, composition, poem, design",3,2,11,True,False,False,⿱立早,立 日 十 早
笛,"flute, clarinet, pipe, whistle, bagpipe, piccolo",3,1,11,True,False,False,⿱竹由,竹 由
第,"No., residence",3,2,11,True,False,False,⿱竹⿹丿弔,竹 丿 弔
終,"end, finish",3,3,11,True,False,False,⿰糸冬,糸 夂 冬
習,learn,3,3,11,True,False,False,⿱羽白,羽 白
転,"revolve, turn around, change",3,3,11,True,False,False,⿰車云,車 二 厶 云
進,"advance, proceed, progress, promote",3,3,11,True,False,False,⿺辶隹,辶 隹
部,"section, bureau, dept, class, copy, part, portion, counter for copies of a newspaper or magazine",3,2,11,True,False,False,⿰咅⻏,立 口 咅 ⻏
都,"metropolis, capital, all, everything",3,3,11,True,False,False,⿰者⻏,耂 日 者 ⻏
勝,"victory, win, prevail, excel",3,2,12,True,False,False,⿸𰮤力,𰮤 力
寒,cold,3,3,12,True,False,False,⿱𡨄?,宀 三 丨 丨 𠀎 八 𡨄
悲,"grieve, sad, deplore, regret",3,2,12,True,False,False,⿱非心,非 心
暑,"sultry, hot, summer heat",3,3,12,True,False,False,⿱日者,日 耂 日 者
期,"period, time, date, term",3,2,12,True,False,False,⿰其月,其 月
植,plant,3,2,12,True,False,False,⿰木直,木 十 直
歯,"tooth, cog",3,2,12,True,False,False,⿱止⿶凵米,止 凵 米
温,warm,3,2,12,True,False,False,⿰氵昷,氵 日 皿 昷
港,harbor,3,2,12,True,False,False,⿰氵巷,氵 卄 共 巳 巷
湖,lake,3,2,12,True,False,False,⿰氵胡,氵 十 口 古 月 胡
湯,"hot water, bath, hot spring",3,2,12,True,False,False,⿰氵昜,氵 日 一 旦 勹 勿 昜
登,"ascend, climb up",3,2,12,True,False,False,⿱癶豆,癶 豆
着,"don, arrive, wear, counter for suits of clothing",3,3,12,True,False,False,⿸⺶目,⺶ 目
短,"short, brevity, fault, defect, weak point",3,3,12,True,False,False,⿰矢豆,矢 豆
童,"juvenile, child",3,2,12,True,False,False,⿱立里,立 田 土 里
筆,"writing brush, writing, painting brush, handwriting",3,2,12,True,False,False,⿱竹聿,竹 聿
等,"etc., and so forth, class (first), quality, equal, similar",3,2,12,True,False,False,⿱竹寺,竹 土 寸 寺
落,"fall, drop, come down, village, hamlet",3,2,12,True,False,False,⿱艹洛,艹 氵 夂 口 各 洛
葉,"leaf, plane, lobe, needle, blade, spear, counter for flat things, fragment, piece",3,2,12,True,False,False,⿱艹枼,艹 世 木 枼
軽,"lightly, trifling, unimportant",3,3,12,True,False,False,⿰車圣,車 又 土 圣
遊,play,3,2,12,True,False,False,⿺辶斿,辶 𭤨 子 斿
運,"carry, luck, destiny, fate, lot, transport, progress, advance",3,3,12,True,False,False,⿺辶軍,辶 冖 車 軍
開,"open, unfold, unseal",3,3,12,True,False,False,⿵門开,門 一 廾 开
陽,"sunshine, yang principle, positive, male, heaven, daytime",3,2,12,True,False,False,⿰⻖昜,⻖ 日 一 旦 勹 勿 昜
階,"storey, stair, counter for storeys of a building",3,2,12,True,False,False,⿰⻖皆,⻖ 比 白 皆
集,"gather, meet, congregate, swarm, flock",3,3,12,True,False,False,⿱隹木,隹 木
飲,"drink, smoke, take",3,4,12,True,False,False,⿰飠欠,𠆢 丶 亽 飠 欠
想,"concept, think, idea, thought",3,2,13,True,False,False,⿱相心,木 目 相 心
意,"idea, mind, heart, taste, thought, desire, care, liking",3,3,13,True,False,False,⿱音心,音 心
感,"emotion, feeling, sensation",3,2,13,True,False,False,⿱咸心,戊 一 戌 口 咸 心
暗,"darkness, disappear, shade, informal, grow dark, be blinded",3,3,13,True,False,False,⿰日音,日 音
業,"business, vocation, arts, performance",3,3,13,True,False,False,⿳业䒑未,业 䒑 未
漢,"Sino-, China",3,3,13,True,False,False,⿰氵𦰩,氵 ⺾ 𦰩
福,"blessing, fortune, luck, wealth",3,2,13,True,False,False,⿰示畐,示 一 口 𠮛 田 畐
詩,"poem, poetry",3,1,13,True,False,False,⿰言寺,言 土 寸 寺
路,"path, route, road, distance",3,2,13,True,False,False,⿰𧾷各,口 止 𧾷 夂 口 各
農,"agriculture, farmers",3,2,13,True,False,False,⿱曲辰,曲 辰
鉄,iron,3,2,13,True,False,False,⿰金失,金 丿 夫 失
様,"Esq., way, manner, situation, polite suffix",3,2,14,True,False,False,⿰木𣴎,木 䒑 土 𦍌 水 𣴎
緑,green,3,2,14,True,False,False,⿰糸录,糸 彐 ⺢ 录
練,"practice, gloss, train, drill, polish, refine",3,2,14,True,False,False,⿰糸柬,糸 柬
銀,silver,3,3,14,True,False,False,⿰金艮,金 艮
駅,station,3,4,14,True,False,False,⿰馬尺,馬 尺
鼻,"nose, snout",3,2,14,True,False,False,⿱自畀,自 田 丌 畀
横,"sideways, side, horizontal, width, woof, unreasonable, perverse",3,2,15,True,False,False,⿰木黄,木 黄
箱,"box, chest, case, bin, railway car",3,2,15,True,False,False,⿱竹相,竹 木 目 相
調,"tune, tone, meter, key (music), writing style, prepare, exorcise, investigate, harmonize, mediate",3,2,15,True,False,False,⿰言周,言 ⺆ 土 口 𠮷 周
談,"discuss, talk",3,2,15,True,False,False,⿰言炎,言 火 火 炎
整,"organize, arranging, tune, tone, meter, key (music)",3,2,16,True,False,False,⿱敕正,束 攵 敕 一 止 正
橋,bridge,3,2,16,True,False,False,⿰木喬,木 丿 大 夭 口 呑 冂 口 冋 喬
薬,"medicine, chemical, enamel, gunpowder, benefit",3,3,16,True,False,False,⿱艹楽,艹 白 木 楽
館,"building, mansion, large building, palace",3,3,16,True,False,False,⿰飠官,𠆢 丶 亽 飠 宀 㠯 官
題,"topic, subject",3,3,18,True,False,False,⿺是頁,日 一 龰 𤴓 是 頁
士,"gentleman, samurai, samurai radical (no. 33)",4,1,3,True,False,False,士,
不,"negative, non-, bad, ugly, clumsy",4,3,4,True,False,False,不,
夫,"husband, man",4,2,4,True,False,False,夫,
欠,"lack, gap, fail, yawning radical (no. 76)",4,2,4,True,False,False,欠,
氏,"family name, surname, clan",4,1,4,True,False,False,氏,
付,"adhere, attach, refer to, append",4,2,5,True,False,False,⿰亻寸,亻 寸
令,"orders, ancient laws, command, decree",4,2,5,True,False,False,⿱亽龴,𠆢 丶 亽 龴
以,"by means of, because, in view of, compared with",4,3,5,True,False,False,⿰?人,人
功,"achievement, merits, success, honor, credit",4,1,5,True,False,False,⿰工力,工 力
加,"add, addition, increase, join, include, Canada",4,2,5,True,False,False,⿰力口,力 口
包,"wrap, pack up, cover, conceal",4,2,5,True,False,False,⿻勹巳,勹 巳
史,"history, chronicle",4,2,5,True,False,False,史,
司,"director, official, govt office, rule, administer",4,2,5,True,False,False,⿹𠃌𠮛,𠃌 一 口 𠮛
失,"lose, error, fault, disadvantage, loss",4,2,5,True,False,False,⿰丿夫,丿 夫
必,"invariably, certain, inevitable",4,2,5,True,False,False,必,
未,"un-, not yet, hitherto, still, even now, sign of the ram, 1-3PM, eighth sign of Chinese zodiac",4,2,5,True,False,False,未,
末,"end, close, tip, powder, posterity",4,2,5,True,False,False,末,
札,"tag, paper money, counter for bonds, placard, bid",4,2,5,True,False,False,⿰木乚,木 乚
民,"people, nation, subjects",4,3,5,True,False,False,民,
辺,"environs, boundary, border, vicinity",4,2,5,True,False,False,⿺辶刀,辶 刀
争,"contend, dispute, argue",4,2,6,True,False,False,⿱⺈?,⺈
仲,"go-between, relationship",4,2,6,True,False,False,⿰亻中,亻 中
伝,"transmit, go along, walk along, follow, report, communicate, legend, tradition",4,2,6,True,False,False,⿰亻云,亻 二 厶 云
兆,"portent, 10**12, trillion, sign, omen, symptoms",4,2,6,True,False,False,兆,
共,"together, both, neither, all, and, alike, with",4,2,6,True,False,False,⿱卄?,卄
印,"stamp, seal, mark, imprint, symbol, emblem, trademark, evidence, souvenir, India",4,2,6,True,False,False,⿰?卩,卩
各,"each, every, either",4,2,6,True,False,False,⿱夂口,夂 口
好,"fond, pleasing, like something",4,3,6,True,False,False,⿰女子,女 子
成,"turn into, become, get, grow, elapse, reach",4,2,6,True,False,False,⿵戊𠃌,戊 𠃌
灯,"lamp, a light, light, counter for lights",4,2,6,True,False,False,⿰火丁,火 丁
老,"old man, old age, grow old",4,2,6,True,False,False,老,
衣,"garment, clothes, dressing",4,2,6,True,False,False,衣,
位,"rank, grade, throne, crown, about, some",4,2,7,True,False,False,⿰亻立,亻 立
低,"lower, short, humble",4,3,7,True,False,False,⿰亻氐,亻 氏 丶 氐
児,"newborn babe, child, young of animals",4,2,7,True,False,False,⿱旧儿,丨 日 旧 儿
兵,"soldier, private, troops, army, warfare, strategy, tactics",4,2,7,True,False,False,⿱斤?,斤
冷,"cool, cold (beer, person), chill",4,2,7,True,False,False,⿰冫令,冫 𠆢 丶 亽 龴 令
初,"first time, beginning",4,2,7,True,False,False,⿰衤刀,衤 刀
別,"separate, branch off, diverge, fork, another, extra, specially",4,3,7,True,False,False,⿰𠮠刂,口 𠮠 刂
利,"profit, advantage, benefit",4,2,7,True,False,False,⿰禾刂,禾 刂
努,"toil, diligent, as much as possible",4,2,7,True,False,False,⿱奴力,女 又 奴 力
労,"labor, thank for, reward for, toil, trouble",4,2,7,True,False,False,⿱𰃮力,𰃮 力
告,"revelation, tell, inform, announce",4,2,7,True,False,False,⿱⺧口,⺧ 口
囲,"surround, besiege, store, paling, enclosure, encircle, preserve, keep",4,2,7,True,False,False,⿴囗井,囗 井
完,"perfect, completion, end",4,2,7,True,False,False,⿱宀元,宀 一 兀 元
希,"hope, beg, request, pray, beseech, Greece, dilute (acid), rare, few, phenomenal",4,2,7,True,False,False,⿱㐅布,㐅 𠂇 巾 布
折,"fold, break, fracture, bend, yield, submit",4,2,7,True,False,False,⿰扌斤,扌 斤
改,"reformation, change, modify, mend, renew, examine, inspect, search",4,2,7,True,False,False,⿰己攵,己 攵
材,"lumber, log, timber, wood, materials, ingredients, talent",4,2,7,True,False,False,⿰木才,木 才
束,"bundle, sheaf, ream, tie in bundles, govern, manage, control",4,2,7,True,False,False,束,
求,"request, want, wish for, require, demand",4,2,7,True,False,False,求,
臣,"retainer, subject",4,2,7,True,False,False,臣,
良,"good, pleasing, skilled",4,2,7,True,False,False,⿱丶艮,丶 艮
芸,"technique, art, craft, performance, acting, trick, stunt",4,2,7,True,False,False,⿱艹云,艹 二 厶 云
例,"example, custom, usage, precedent",4,2,8,True,False,False,⿰亻列,亻 歹 刂 列
典,"code, ceremony, law, rule",4,1,8,True,False,False,⿱??,
刷,"printing, print, brush",4,2,8,True,False,False,⿰𡰯刂,尸 巾 𡰯 刂
卒,"graduate, soldier, private, die",4,2,8,True,False,False,⿱𠅃十,亠 人 人 从 𠅃 十
協,"co-, cooperation",4,2,8,True,False,False,⿰十劦,十 力 力 力 劦
参,"nonplussed, three (in documents), going, coming, visiting, visit, be defeated, die, be madly in love, participate, take part in",4,2,8,True,False,False,⿱?彡,彡
周,"circumference, circuit, lap",4,2,8,True,False,False,⿵⺆𠮷,⺆ 土 口 𠮷
固,"harden, set, clot, curdle",4,2,8,True,False,False,⿴囗古,囗 十 口 古
季,seasons,4,2,8,True,False,False,⿱禾子,禾 子
官,"bureaucrat, the government, organ",4,2,8,True,False,False,⿱宀㠯,宀 㠯
底,"bottom, sole, depth, bottom price, base, kind, sort",4,2,8,True,False,False,⿸广氐,广 氏 丶 氐
府,"borough, urban prefecture, govt office, representative body, storehouse",4,2,8,True,False,False,⿸广付,广 亻 寸 付
径,"diameter, path, method",4,1,8,True,False,False,⿰彳𢀖,彳 工 𢀖
念,"wish, sense, idea, thought, feeling, desire, attention",4,2,8,True,False,False,⿱今心,𠆢 一 亼 ㇇ 今 心
松,pine tree,4,1,8,True,False,False,⿰木公,木 八 厶 公
果,"fruit, reward, carry out, achieve, complete, end, finish, succeed",4,2,8,True,False,False,果,
毒,"poison, virus, venom, germ, harm, injury, spite",4,2,8,True,False,False,⿱龶母,龶 母
治,"reign, be at peace, calm down, subdue, quell, govt, cure, heal, rule, conserve",4,2,8,True,False,False,⿰氵台,氵 厶 口 台
法,"method, law, rule, principle, model, system",4,2,8,True,False,False,⿰氵去,氵 土 厶 去
泣,"cry, weep, moan",4,2,8,True,False,False,⿰氵立,氵 立
牧,"breed, care for, shepherd, feed, pasture",4,1,8,True,False,False,⿰牜攵,牜 攵
的,"bull's eye, mark, target, object, adjective ending",4,2,8,True,False,False,⿰白勺,白 勹 丶 勺
芽,"bud, sprout, spear, germ",4,1,8,True,False,False,⿱艹牙,艹 牙
英,"England, English, hero, outstanding, calyx",4,3,8,True,False,False,⿱艹央,艹 央
便,"convenience, facility, excrement, feces, letter, chance",4,3,9,True,False,False,⿰亻更,亻 更
信,"faith, truth, fidelity, trust",4,2,9,True,False,False,⿰亻言,亻 言
勇,"courage, cheer up, be in high spirits, bravery, heroism",4,2,9,True,False,False,⿱甬力,龴 用 甬 力
単,"simple, one, single, merely",4,2,9,True,False,False,⿱𭕄?,𭕄
型,"mould, type, model",4,2,9,True,False,False,⿱刑土,一 廾 开 刂 刑 土
変,"unusual, change, strange",4,2,9,True,False,False,⿱亦夂,亠 亦 夂
建,build,4,3,9,True,False,False,⿺廴聿,廴 聿
昨,"yesterday, previous",4,2,9,True,False,False,⿰日乍,日 乍
栄,"flourish, prosperity, honor, glory, splendor",4,2,9,True,False,False,⿱𰃮木,𰃮 木
浅,"shallow, superficial, frivolous, wretched, shameful",4,2,9,True,False,False,⿰氵戋,氵 戋
省,"focus, government ministry, conserve",4,2,9,True,False,False,⿱少目,小 丿 少 目
祝,"celebrate, congratulate",4,2,9,True,False,False,⿰示兄,示 口 儿 兄
紀,"chronicle, account, narrative, history, annals, geologic period",4,1,9,True,False,False,⿰糸己,糸 己
約,"promise, approximately, shrink",4,2,9,True,False,False,⿰糸勺,糸 勹 丶 勺
胃,"stomach, paunch, crop, craw",4,2,9,True,False,False,⿱田?,田
要,"need, main point, essence, pivot, key to",4,2,9,True,False,False,⿱覀女,覀 女
軍,"army, force, troops, war, battle",4,2,9,True,False,False,⿱冖車,冖 車
飛,"fly, skip (pages), scatter",4,2,9,True,False,False,飛,
倉,"godown, warehouse, storehouse, cellar, treasury",4,1,10,True,False,False,⿴合𠁣,口 合 𠁣
候,"climate, season, weather, wait for, expect",4,2,10,True,False,False,⿰亻⿰丨?,亻 丨
借,"borrow, rent",4,3,10,True,False,False,⿰亻昔,亻 卄 一 龷 日 昔
孫,"grandchild, descendants",4,2,10,True,False,False,⿰子系,子 丿 糸 系
害,"harm, injury",4,2,10,True,False,False,⿱𫲸口,𫲸 口
差,"distinction, difference, variation, discrepancy, margin, balance",4,2,10,True,False,False,⿸⺶工,⺶ 工
席,"seat, mat, occasion, place",4,2,10,True,False,False,⿸广?,广
帯,"sash, belt, obi, zone, region",4,2,10,True,False,False,⿱⿱丗冖巾,丗 冖 巾
徒,"on foot, junior, emptiness, vanity, futility, uselessness, ephemeral thing, gang, set, party, people",4,2,10,True,False,False,⿰彳走,彳 土 龰 走
挙,"raise, plan, project, behavior, actions",4,1,10,True,False,False,⿱兴手,𭕄 兴 手
料,"fee, materials",4,3,10,True,False,False,⿰米斗,米 斗
案,"plan, suggestion, draft, ponder, fear, proposition, idea, expectation, worry, table, bench",4,2,10,True,False,False,⿱安木,宀 女 安 木
梅,plum,4,1,10,True,False,False,⿰木每,木 丿 一 𠂉 母 每
残,"remainder, leftover, balance",4,2,10,True,False,False,⿰歹戋,歹 戋
殺,"kill, murder, butcher, slice off, split, diminish, reduce, spoil",4,2,10,True,False,False,⿰杀殳,㐅 木 杀 几 又 殳
浴,"bathe, be favored with, bask in",4,2,10,True,False,False,⿰氵谷,氵 谷
特,special,4,3,10,True,False,False,⿰牜寺,牜 土 寸 寺
笑,laugh,4,2,10,True,False,False,⿱竹夭,竹 丿 大 夭
粉,"flour, powder, dust",4,2,10,True,False,False,⿰米分,米 八 刀 分
脈,"vein, pulse, hope",4,1,10,True,False,False,⿰⺼𠂢,⺼ 𠂆 𠂢
航,"navigate, sail, cruise, fly",4,2,10,True,False,False,⿰舟亢,舟 亠 几 亢
訓,"instruction, Japanese character reading, explanation, read",4,2,10,True,False,False,⿰言川,言 川
連,"take along, lead, join, connect, party, gang, clique",4,2,10,True,False,False,⿺辶車,辶 車
郡,"county, district",4,1,10,True,False,False,⿰君⻏,尹 口 君 ⻏
停,"halt, stopping",4,2,11,True,False,False,⿰亻亭,亻 亠 口 冖 丁 亭
健,"healthy, health, strength, persistence",4,2,11,True,False,False,⿰亻建,亻 廴 聿 建
側,"side, lean, oppose, regret",4,2,11,True,False,False,⿰亻則,亻 貝 刂 則
副,"vice-, assistant, aide, duplicate, copy",4,2,11,True,False,False,⿰畐刂,一 口 𠮛 田 畐 刂
唱,"chant, recite, call upon, yell",4,1,11,True,False,False,⿰口昌,口 日 曰 昌
堂,"public chamber, hall",4,3,11,True,False,False,⿱𫩠土,𫩠 土
巣,"nest, rookery, hive, cobweb, den",4,1,11,True,False,False,⿱𭕄果,𭕄 果
康,"ease, peace",4,2,11,True,False,False,⿸广隶,广 隶
得,"gain, get, find, earn, acquire, can, may, able to, profit, advantage, benefit",4,2,11,True,False,False,⿰彳㝵,彳 日 一 旦 寸 㝵
救,"salvation, save, help, rescue, reclaim",4,2,11,True,False,False,⿰求攵,求 攵
敗,"failure, defeat, reversal",4,2,11,True,False,False,⿰貝攵,貝 攵
