Word,Reading,Sequence,ID,Length,Kanji,Priority,PriorityReading,PriorityNF,PriorityIchi,PriorityNews,PrioritySpec,PriorityGai,IsCommon,IsFalseReading,IsUsuallyKana,IsSometimesKana,Info,InfoReading
祭主,さいしゅ,1789790,"祭主,さいしゅ,1",2,祭 主,news2 nf46,news2 nf46,46,0,2,0,0,True,False,False,False,,
祭事,さいじ,1789810,"祭事,さいじ,1",2,祭 事,news2 nf43,news2 nf43,43,0,2,0,0,True,False,False,False,,
祭儀,さいぎ,1789900,"祭儀,さいぎ,1",2,祭 儀,news2 nf43,news2 nf43,43,0,2,0,0,True,False,False,False,,
祭典,さいてん,1295300,"祭典,さいてん,1",2,祭 典,news1 nf11,news1 nf11,11,0,1,0,0,True,False,False,False,,
祭壇,さいだん,1295290,"祭壇,さいだん,1",2,祭 壇,news1 nf21,news1 nf21,21,0,1,0,0,True,False,False,False,,
祭日,さいじつ,1295310,"祭日,さいじつ,1",2,祭 日,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
祭礼,さいれい,1295320,"祭礼,さいれい,1",2,祭 礼,news2 nf35 spec2,news2 nf35 spec2,35,0,2,2,0,True,False,False,False,,
祭祀,さいし,1295330,"祭祀,さいし,1",2,祭 祀,news2 nf27,news2 nf27,27,0,2,0,0,True,False,False,False,,
祭神,さいしん,1295270,"祭神,さいしん,1",2,祭 神,news2 nf36,news2 nf36,36,0,2,0,0,True,False,False,False,,
禁,きん,1956110,"禁,きん,1",1,禁,news2 nf28,news2 nf28,28,0,2,0,0,True,False,False,False,,
禁じる,きんじる,1241470,"禁じる,きんじる,1",3,禁,ichi1 news1 nf18,ichi1 news1 nf18,18,1,1,0,0,True,False,False,False,,
禁ずる,きんずる,1241480,"禁ずる,きんずる,1",3,禁,ichi1 news2 nf33,ichi1 news2 nf33,33,1,2,0,0,True,False,False,False,,
禁制,きんせい,1241600,"禁制,きんせい,1",2,禁 制,news2 nf47 spec2,news2 nf47 spec2,47,0,2,2,0,True,False,False,False,,
禁制品,きんせいひん,1684510,"禁制品,きんせいひん,1",3,禁 制 品,news2 nf42,news2 nf42,42,0,2,0,0,True,False,False,False,,
禁句,きんく,1241530,"禁句,きんく,1",2,禁 句,ichi1 news2 nf45,ichi1 news2 nf45,45,1,2,0,0,True,False,False,False,,
禁固,きんこ,1241540,"禁固,きんこ,1",2,禁 固,news1 nf13,news1 nf13 spec1,13,0,1,0,0,True,False,False,False,,
禁忌,きんき,1241510,"禁忌,きんき,1",2,禁 忌,news2 nf31,news2 nf31,31,0,2,0,0,True,False,False,False,,
禁断,きんだん,1241630,"禁断,きんだん,1",2,禁 断,news2 nf31,news2 nf31,31,0,2,0,0,True,False,False,False,,
禁欲,きんよく,1241680,"禁欲,きんよく,1",2,禁 欲,news2 nf31,news2 nf31,31,0,2,0,0,True,False,False,False,,
禁欲的,きんよくてき,1609680,"禁欲的,きんよくてき,1",3,禁 欲 的,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
禁止,きんし,1241550,"禁止,きんし,1",2,禁 止,ichi1 news1 nf02,ichi1 news1 nf02,2,1,1,0,0,True,False,False,False,,
禁止事項,きんしじこう,2829857,"禁止事項,きんしじこう,1",4,禁 止 事 項,spec1,spec1,0,0,0,1,0,True,False,False,False,,
禁止法,きんしほう,1630290,"禁止法,きんしほう,1",3,禁 止 法,news1 nf09,news1 nf09,9,0,1,0,0,True,False,False,False,,
禁治産,きんちさん,1684520,"禁治産,きんちさん,1",3,禁 治 産,news2 nf41,news2 nf41,41,0,2,0,0,True,False,False,False,,
禁煙,きんえん,1241490,"禁煙,きんえん,1",2,禁 煙,ichi1 news1 nf08,ichi1 news1 nf08,8,1,1,0,0,True,False,False,False,,
禁物,きんもつ,1241660,"禁物,きんもつ,1",2,禁 物,ichi1 news1 nf23,ichi1 news1 nf23,23,1,1,0,0,True,False,False,False,,
禁足,きんそく,1241620,"禁足,きんそく,1",2,禁 足,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
禁輸,きんゆ,1241670,"禁輸,きんゆ,1",2,禁 輸,news1 nf09,news1 nf09,9,0,1,0,0,True,False,False,False,,
禁酒,きんしゅ,1241570,"禁酒,きんしゅ,1",2,禁 酒,ichi1 news2 nf33,ichi1 news2 nf33,33,1,2,0,0,True,False,False,False,,
禁錮,きんこ,1241540,"禁錮,きんこ,1",2,禁 錮,spec1,news1 nf13 spec1,0,0,0,1,0,True,False,False,False,,
禅,ぜん,1396420,"禅,ぜん,1",1,禅,ichi1 news1 nf17,ichi1 news1 nf17,17,1,1,0,0,True,False,False,False,,
禅僧,ぜんそう,1396450,"禅僧,ぜんそう,1",2,禅 僧,news2 nf39 spec2,news2 nf39 spec2,39,0,2,2,0,True,False,False,False,,
禅問答,ぜんもんどう,1396460,"禅問答,ぜんもんどう,1",3,禅 問 答,news2 nf44 spec2,news2 nf44 spec2,44,0,2,2,0,True,False,False,False,,
禅宗,ぜんしゅう,1396440,"禅宗,ぜんしゅう,1",2,禅 宗,news2 nf32 spec2,news2 nf32 spec2,32,0,2,2,0,True,False,False,False,,
禅寺,ぜんでら,1396430,"禅寺,ぜんでら,1",2,禅 寺,news1 nf22,news1 nf22,22,0,1,0,0,True,False,False,False,,
禅譲,ぜんじょう,1802290,"禅譲,ぜんじょう,1",2,禅 譲,news2 nf40,news2 nf40,40,0,2,0,0,True,False,False,False,,
禍根,かこん,1194410,"禍根,かこん,1",2,禍 根,news2 nf27 spec2,news2 nf27 spec2,27,0,2,2,0,True,False,False,False,,
福,ふく,1501020,"福,ふく,1",1,福,news1 nf06,news1 nf06,6,0,1,0,0,True,False,False,False,,
福利,ふくり,1501100,"福利,ふくり,1",2,福 利,news2 nf39,news2 nf39,39,0,2,0,0,True,False,False,False,,
福利厚生,ふくりこうせい,1826450,"福利厚生,ふくりこうせい,1",4,福 利 厚 生,news1 nf21,news1 nf21,21,0,1,0,0,True,False,False,False,,
福助,ふくすけ,1826440,"福助,ふくすけ,1",2,福 助,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
福寿,ふくじゅ,1826420,"福寿,ふくじゅ,1",2,福 寿,news2 nf39,news2 nf39,39,0,2,0,0,True,False,False,False,,
福岡,ふくおか,2164640,"福岡,ふくおか,1",2,福 岡,spec1,spec1,0,0,0,1,0,True,False,False,False,,
福徳,ふくとく,1624780,"福徳,ふくとく,1",2,福 徳,news2 nf36,news2 nf36,36,0,2,0,0,True,False,False,False,,
福祉,ふくし,1501060,"福祉,ふくし,1",2,福 祉,ichi1 news1 nf02,ichi1 news1 nf02,2,1,1,0,0,True,False,False,False,,
福音,ふくいん,1501050,"福音,ふくいん,1",2,福 音,news2 nf26 spec2,news2 nf26 spec2,26,0,2,2,0,True,False,False,False,,
禿,はげ,1455410,"禿,はげ,1",1,禿,ichi1,ichi1,0,1,0,0,0,True,False,False,True,,
禿げる,はげる,1455420,"禿げる,はげる,1",3,禿,ichi1,ichi1,0,1,0,0,0,True,False,False,True,,
秀でる,ひいでる,1332610,"秀でる,ひいでる,1",3,秀,news2 nf39 spec2,news2 nf39 spec2,39,0,2,2,0,True,False,False,False,,
秀作,しゅうさく,1659180,"秀作,しゅうさく,1",2,秀 作,news1 nf18,news1 nf18,18,0,1,0,0,True,False,False,False,,
秀才,しゅうさい,1332630,"秀才,しゅうさい,1",2,秀 才,ichi1 news2 nf33,ichi1 news2 nf33,33,1,2,0,0,True,False,False,False,,
秀逸,しゅういつ,1332620,"秀逸,しゅういつ,1",2,秀 逸,news2 nf30 spec2,news2 nf30 spec2,30,0,2,2,0,True,False,False,False,,
私,あたし,1311125,"私,あたし,1",1,私,spec1,spec1,0,0,0,1,0,True,False,True,True,,
私,わたくし,2842390,"私,わたくし,1",1,私,ichi2,ichi2,0,2,0,0,0,True,False,False,False,,
私,わたし,1311110,"私,わたし,1",1,私,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
私たち,わたしたち,1311300,"私たち,わたしたち,1",3,私,ichi1,ichi1 news2 nf39 spec1,0,1,0,0,0,True,False,False,False,,
私事,しじ,1579530,"私事,しじ,1",2,私 事,news2 nf38 spec2,news2 nf38 spec2,38,0,2,2,0,True,False,False,False,,
私人,しじん,1767810,"私人,しじん,1",2,私 人,news2 nf29,news2 nf29,29,0,2,0,0,True,False,False,False,,
私企業,しきぎょう,1658280,"私企業,しきぎょう,1",3,私 企 業,news1 nf24,news1 nf24,24,0,1,0,0,True,False,False,False,,
私信,ししん,1311250,"私信,ししん,1",2,私 信,news2 nf38,news2 nf38,38,0,2,0,0,True,False,False,False,,
私兵,しへい,1767930,"私兵,しへい,1",2,私 兵,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
私利,しり,1767950,"私利,しり,1",2,私 利,news2 nf35,news2 nf35,35,0,2,0,0,True,False,False,False,,
私営,しえい,1768100,"私営,しえい,1",2,私 営,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
私塾,しじゅく,1311230,"私塾,しじゅく,1",2,私 塾,news2 nf29 spec2,news2 nf29 spec2,29,0,2,2,0,True,False,False,False,,
私大,しだい,1658290,"私大,しだい,1",2,私 大,news1 nf16,news1 nf16,16,0,1,0,0,True,False,False,False,,
私学,しがく,1646540,"私学,しがく,1",2,私 学,news1 nf14,news1 nf14,14,0,1,0,0,True,False,False,False,,
私小説,ししょうせつ,1637560,"私小説,ししょうせつ,1",3,私 小 説,news2 nf32,news2 nf32,32,0,2,0,0,True,False,False,False,,
私心,ししん,1767820,"私心,ししん,1",2,私 心,news2 nf46,news2 nf46,46,0,2,0,0,True,False,False,False,,
私情,しじょう,1768080,"私情,しじょう,1",2,私 情,news2 nf35,news2 nf35,35,0,2,0,0,True,False,False,False,,
私文書,しぶんしょ,1658310,"私文書,しぶんしょ,1",3,私 文 書,news1 nf14,news1 nf14,14,0,1,0,0,True,False,False,False,,
私書箱,ししょばこ,1311240,"私書箱,ししょばこ,1",3,私 書 箱,news1 nf19,news1 nf19,19,0,1,0,0,True,False,False,False,,
私有,しゆう,1311390,"私有,しゆう,1",2,私 有,news1 nf14,news1 nf14,14,0,1,0,0,True,False,False,False,,
私服,しふく,1658300,"私服,しふく,1",2,私 服,news1 nf20,news1 nf20,20,0,1,0,0,True,False,False,False,,
私案,しあん,1658270,"私案,しあん,1",2,私 案,news1 nf19,news1 nf19,19,0,1,0,0,True,False,False,False,,
私権,しけん,1768190,"私権,しけん,1",2,私 権,news2 nf46,news2 nf46,46,0,2,0,0,True,False,False,False,,
私欲,しよく,1768070,"私欲,しよく,1",2,私 欲,news2 nf35,news2 nf35,35,0,2,0,0,True,False,False,False,,
私法,しほう,1767970,"私法,しほう,1",2,私 法,news2 nf46,news2 nf46,46,0,2,0,0,True,False,False,False,,
私物,しぶつ,1311380,"私物,しぶつ,1",2,私 物,news2 nf25 spec2,news2 nf25 spec2,25,0,2,2,0,True,False,False,False,,
私生児,しせいじ,1767840,"私生児,しせいじ,1",3,私 生 児,news2 nf47,news2 nf47,47,0,2,0,0,True,False,False,False,,
私生活,しせいかつ,1311260,"私生活,しせいかつ,1",3,私 生 活,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
私用,しよう,1311410,"私用,しよう,1",2,私 用,ichi1 news2 nf37,ichi1 news2 nf37,37,1,2,0,0,True,False,False,False,,
私的,してき,1311330,"私的,してき,1",2,私 的,news1 nf07,news1 nf07,7,0,1,0,0,True,False,False,False,,
私立,しりつ,1311420,"私立,しりつ,1",2,私 立,ichi1 news1 nf03,ichi1 news1 nf03,3,1,1,0,0,True,False,False,False,,
私腹,しふく,1768120,"私腹,しふく,1",2,私 腹,news2 nf33,news2 nf33,33,0,2,0,0,True,False,False,False,,
私自身,わたしじしん,1311200,"私自身,わたしじしん,1",3,私 自 身,spec1,spec1,0,0,0,1,0,True,False,False,False,,
私見,しけん,1311180,"私見,しけん,1",2,私 見,news1 nf24,news1 nf24,24,0,1,0,0,True,False,False,False,,
私設,しせつ,1311290,"私設,しせつ,1",2,私 設,news1 nf16,news1 nf16,16,0,1,0,0,True,False,False,False,,
私語,しご,1646550,"私語,しご,1",2,私 語,news1 nf24,news1 nf24,24,0,1,0,0,True,False,False,False,,
私財,しざい,1311190,"私財,しざい,1",2,私 財,news2 nf25,news2 nf25,25,0,2,0,0,True,False,False,False,,
私費,しひ,1311350,"私費,しひ,1",2,私 費,ichi1 news2 nf28,ichi1 news2 nf28,28,1,2,0,0,True,False,False,False,,
私達,わたしたち,1311300,"私達,わたしたち,1",2,私 達,news2 nf39 spec1,ichi1 news2 nf39 spec1,39,0,2,1,0,True,False,False,False,,
私邸,してい,1311320,"私邸,してい,1",2,私 邸,news1 nf06,news1 nf06,6,0,1,0,0,True,False,False,False,,
私鉄,してつ,1311340,"私鉄,してつ,1",2,私 鉄,ichi1 news1 nf09,ichi1 news1 nf09,9,1,1,0,0,True,False,False,False,,
秋,あき,1332650,"秋,あき,1",1,秋,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
秋分,しゅうぶん,1332730,"秋分,しゅうぶん,1",2,秋 分,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
秋口,あきぐち,1332690,"秋口,あきぐち,1",2,秋 口,news1 nf21,news1 nf21,21,0,1,0,0,True,False,False,False,,
秋季,しゅうき,1659200,"秋季,しゅうき,1",2,秋 季,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
秋晴れ,あきばれ,1586230,"秋晴れ,あきばれ,1",3,秋 晴,news2 nf35 spec2,news2 nf35 spec2,35,0,2,2,0,True,False,False,False,,
秋水,しゅうすい,1733970,"秋水,しゅうすい,1",2,秋 水,news2 nf46,news2 nf46,46,0,2,0,0,True,False,False,False,,
秋祭り,あきまつり,1734090,"秋祭り,あきまつり,1",3,秋 祭,news2 nf46,news2 nf46,46,0,2,0,0,True,False,False,False,,
秋雨前線,あきさめぜんせん,1734060,"秋雨前線,あきさめぜんせん,1",4,秋 雨 前 線,news2 nf35,news2 nf35,35,0,2,0,0,True,False,False,False,,
秋風,あきかぜ,1332720,"秋風,あきかぜ,1",2,秋 風,ichi1 news2 nf29,ichi1 news2 nf29,29,1,2,0,0,True,False,False,False,,
科,か,1192680,"科,か,1",1,科,ichi1 news1 nf12,ichi1 news1 nf12,12,1,1,0,0,True,False,False,False,,
科する,かする,1192690,"科する,かする,1",3,科,news1 nf24,news1 nf24,24,0,1,0,0,True,False,False,False,,
科学,かがく,1192700,"科学,かがく,1",2,科 学,ichi1 news1 nf02,ichi1 news1 nf02,2,1,1,0,0,True,False,False,False,,
科学史,かがくし,1974880,"科学史,かがくし,1",3,科 学 史,news2 nf35,news2 nf35,35,0,2,0,0,True,False,False,False,,
科学技術,かがくぎじゅつ,1192720,"科学技術,かがくぎじゅつ,1",4,科 学 技 術,spec1,spec1,0,0,0,1,0,True,False,False,False,,
科学技術庁,かがくぎじゅつちょう,1192730,"科学技術庁,かがくぎじゅつちょう,1",5,科 学 技 術 庁,news1 nf08,news1 nf08,8,0,1,0,0,True,False,False,False,,
科学的,かがくてき,1192760,"科学的,かがくてき,1",3,科 学 的,spec1,spec1,0,0,0,1,0,True,False,False,False,,
科学者,かがくしゃ,1192750,"科学者,かがくしゃ,1",3,科 学 者,ichi1 news1 nf09,ichi1 news1 nf09,9,1,1,0,0,True,False,False,False,,
科目,かもく,1590600,"科目,かもく,1",2,科 目,ichi1 news1 nf09,ichi1 news1 nf09,9,1,1,0,0,True,False,False,False,,
秒,びょう,1490430,"秒,びょう,1",1,秒,ichi1 news2 nf33,ichi1 news2 nf33,33,1,2,0,0,True,False,False,False,,
秒読み,びょうよみ,1490460,"秒読み,びょうよみ,1",3,秒 読,ichi1 news1 nf21,ichi1 news1 nf21,21,1,1,0,0,True,False,False,False,,
秒速,びょうそく,1490450,"秒速,びょうそく,1",2,秒 速,news1 nf23,news1 nf23,23,0,1,0,0,True,False,False,False,,
秘める,ひめる,1483980,"秘める,ひめる,1",3,秘,ichi1 news2 nf32,ichi1 news2 nf32,32,1,2,0,0,True,False,False,False,,
秘伝,ひでん,1484100,"秘伝,ひでん,1",2,秘 伝,news2 nf43,news2 nf43,43,0,2,0,0,True,False,False,False,,
秘匿,ひとく,1484120,"秘匿,ひとく,1",2,秘 匿,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
秘境,ひきょう,1484020,"秘境,ひきょう,1",2,秘 境,news2 nf28,news2 nf28,28,0,2,0,0,True,False,False,False,,
秘密,ひみつ,1484150,"秘密,ひみつ,1",2,秘 密,ichi1 news1 nf04,ichi1 news1 nf04,4,1,1,0,0,True,False,False,False,,
秘書,ひしょ,1484060,"秘書,ひしょ,1",2,秘 書,ichi1 news1 nf02,ichi1 news1 nf02,2,1,1,0,0,True,False,False,False,,
秘策,ひさく,1731390,"秘策,ひさく,1",2,秘 策,news2 nf31,news2 nf31,31,0,2,0,0,True,False,False,False,,
秘蔵,ひぞう,1484080,"秘蔵,ひぞう,1",2,秘 蔵,news2 nf35,news2 nf35,35,0,2,0,0,True,False,False,False,,
秘訣,ひけつ,1484040,"秘訣,ひけつ,1",2,秘 訣,ichi1 news2 nf42,ichi1 news2 nf42,42,1,2,0,0,True,False,False,False,,
秘話,ひわ,1484180,"秘話,ひわ,1",2,秘 話,news1 nf23,news1 nf23,23,0,1,0,0,True,False,False,False,,
租界,そかい,1396870,"租界,そかい,1",2,租 界,news2 nf47 spec2,news2 nf47 spec2,47,0,2,2,0,True,False,False,False,,
租税,そぜい,1396900,"租税,そぜい,1",2,租 税,news1 nf19,news1 nf19,19,0,1,0,0,True,False,False,False,,
秤,はかり,1474220,"秤,はかり,1",1,秤,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
秩序,ちつじょ,1422520,"秩序,ちつじょ,1",2,秩 序,ichi1 news1 nf03,ichi1 news1 nf03,3,1,1,0,0,True,False,False,False,,
称する,しょうする,1351250,"称する,しょうする,1",3,称,ichi1 news1 nf21,ichi1 news1 nf21,21,1,1,0,0,True,False,False,False,,
称号,しょうごう,1351260,"称号,しょうごう,1",2,称 号,news1 nf19,news1 nf19,19,0,1,0,0,True,False,False,False,,
称賛,しょうさん,1594920,"称賛,しょうさん,1",2,称 賛,news1 nf23,news1 nf23 spec1,23,0,1,0,0,True,False,False,False,,
移す,うつす,1158160,"移す,うつす,1",2,移,ichi1 news1 nf13,ichi1 news1 nf13,13,1,1,0,0,True,False,False,False,,
移り,うつり,1854920,"移り,うつり,1",2,移,news2 nf31,news2 nf31,31,0,2,0,0,True,False,False,False,,
移り変わり,うつりかわり,1158200,"移り変わり,うつりかわり,1",5,移 変,news1 nf22,news1 nf22,22,0,1,0,0,True,False,False,False,,
移り変わる,うつりかわる,1848150,"移り変わる,うつりかわる,1",5,移 変,news2 nf41,news2 nf41,41,0,2,0,0,True,False,False,False,,
移り気,うつりぎ,1158170,"移り気,うつりぎ,1",3,移 気,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
移る,うつる,1158210,"移る,うつる,1",2,移,ichi1 news2 nf38,ichi1 news2 nf38,38,1,2,0,0,True,False,False,True,,
移住,いじゅう,1158280,"移住,いじゅう,1",2,移 住,ichi1 news1 nf11,ichi1 news1 nf11,11,1,1,0,0,True,False,False,False,,
移入,いにゅう,1158430,"移入,いにゅう,1",2,移 入,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
移動,いどう,1158400,"移動,いどう,1",2,移 動,ichi1 news1 nf04,ichi1 news1 nf04,4,1,1,0,0,True,False,False,False,,
移動平均,いどうへいきん,2227230,"移動平均,いどうへいきん,1",4,移 動 平 均,spec1,spec1,0,0,0,1,0,True,False,False,False,,
移動性高気圧,いどうせいこうきあつ,1971320,"移動性高気圧,いどうせいこうきあつ,1",6,移 動 性 高 気 圧,news2 nf32,news2 nf32,32,0,2,0,0,True,False,False,False,,
移植,いしょく,1158310,"移植,いしょく,1",2,移 植,ichi1 news1 nf02,ichi1 news1 nf02,2,1,1,0,0,True,False,False,False,,
移民,いみん,1158440,"移民,いみん,1",2,移 民,ichi1 news1 nf06,ichi1 news1 nf06,6,1,1,0,0,True,False,False,False,,
移管,いかん,1158230,"移管,いかん,1",2,移 管,news1 nf15,news1 nf15,15,0,1,0,0,True,False,False,False,,
移籍,いせき,1158330,"移籍,いせき,1",2,移 籍,news1 nf10,news1 nf10,10,0,1,0,0,True,False,False,False,,
移行,いこう,1158240,"移行,いこう,1",2,移 行,news1 nf04,news1 nf04,4,0,1,0,0,True,False,False,False,,
移設,いせつ,1158340,"移設,いせつ,1",2,移 設,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
移譲,いじょう,1587240,"移譲,いじょう,1",2,移 譲,news1 nf11,news1 nf11,11,0,1,0,0,True,False,False,False,,
移転,いてん,1158390,"移転,いてん,1",2,移 転,ichi1 news1 nf04,ichi1 news1 nf04,4,1,1,0,0,True,False,False,False,,
移送,いそう,1158350,"移送,いそう,1",2,移 送,news1 nf15,news1 nf15,15,0,1,0,0,True,False,False,False,,
稀,まれ,1604280,"稀,まれ,1",1,稀,ichi1 news1 nf24,ichi1 news1 nf24,24,1,1,0,0,True,False,True,True,,
程,ほど,1436510,"程,ほど,1",1,程,ichi1 news2 nf27,ichi1 news2 nf27,27,1,2,0,0,True,False,True,True,,
程なく,ほどなく,1436520,"程なく,ほどなく,1",3,程,ichi1,ichi1,0,1,0,0,0,True,False,True,True,,
程度,ていど,1436540,"程度,ていど,1",2,程 度,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
程遠い,ほどとおい,1735870,"程遠い,ほどとおい,1",3,程 遠,news2 nf27,news2 nf27,27,0,2,0,0,True,False,False,False,,
税制,ぜいせい,1382130,"税制,ぜいせい,1",2,税 制,news1 nf02,news1 nf02,2,0,1,0,0,True,False,False,False,,
税務,ぜいむ,1382180,"税務,ぜいむ,1",2,税 務,news1 nf09,news1 nf09,9,0,1,0,0,True,False,False,False,,
税務署,ぜいむしょ,1382190,"税務署,ぜいむしょ,1",3,税 務 署,ichi1 news1 nf15,ichi1 news1 nf15,15,1,1,0,0,True,False,False,False,,
税収,ぜいしゅう,1382120,"税収,ぜいしゅう,1",2,税 収,news1 nf05,news1 nf05,5,0,1,0,0,True,False,False,False,,
税引き,ぜいびき,1382060,"税引き,ぜいびき,1",3,税 引,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
税法,ぜいほう,1382170,"税法,ぜいほう,1",2,税 法,news1 nf13,news1 nf13,13,0,1,0,0,True,False,False,False,,
税源,ぜいげん,1802650,"税源,ぜいげん,1",2,税 源,news2 nf36,news2 nf36,36,0,2,0,0,True,False,False,False,,
税率,ぜいりつ,1382210,"税率,ぜいりつ,1",2,税 率,news1 nf04,news1 nf04,4,0,1,0,0,True,False,False,False,,
税理士,ぜいりし,1382200,"税理士,ぜいりし,1",3,税 理 士,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
税目,ぜいもく,1802600,"税目,ぜいもく,1",2,税 目,news2 nf32,news2 nf32,32,0,2,0,0,True,False,False,False,,
税込み,ぜいこみ,1596250,"税込み,ぜいこみ,1",3,税 込,news1 nf21,news1 nf21,21,0,1,0,0,True,False,False,False,,
税金,ぜいきん,1382100,"税金,ぜいきん,1",2,税 金,ichi1 news1 nf05,ichi1 news1 nf05,5,1,1,0,0,True,False,False,False,,
税関,ぜいかん,1382090,"税関,ぜいかん,1",2,税 関,ichi1 news1 nf11,ichi1 news1 nf11,11,1,1,0,0,True,False,False,False,,
税額,ぜいがく,1382080,"税額,ぜいがく,1",2,税 額,news1 nf09,news1 nf09,9,0,1,0,0,True,False,False,False,,
稚拙,ちせつ,1421790,"稚拙,ちせつ,1",2,稚 拙,news2 nf38 spec2,news2 nf38 spec2,38,0,2,2,0,True,False,False,False,,
稚魚,ちぎょ,1421770,"稚魚,ちぎょ,1",2,稚 魚,news1 nf20,news1 nf20,20,0,1,0,0,True,False,False,False,,
種,たね,1328820,"種,たね,1",1,種,ichi1,ichi1,0,1,0,0,0,True,False,False,True,,
種々,しゅじゅ,1594850,"種々,しゅじゅ,1",2,種,ichi1 news1 nf17,ichi1 news1 nf17,17,1,1,0,0,True,False,False,False,,
種付け,たねつけ,1686540,"種付け,たねつけ,1",3,種 付,news2 nf41,news2 nf41,41,0,2,0,0,True,False,False,False,,
種別,しゅべつ,1328870,"種別,しゅべつ,1",2,種 別,news1 nf24,news1 nf24,24,0,1,0,0,True,False,False,False,,
種子,しゅし,1328830,"種子,しゅし,1",2,種 子,news1 nf10,news1 nf10,10,0,1,0,0,True,False,False,False,,
種族,しゅぞく,1328840,"種族,しゅぞく,1",2,種 族,news2 nf40 spec1,news2 nf40 spec1,40,0,2,1,0,True,False,False,False,,
種痘,しゅとう,1328850,"種痘,しゅとう,1",2,種 痘,news2 nf27 spec2,news2 nf27 spec2,27,0,2,2,0,True,False,False,False,,
種目,しゅもく,1328880,"種目,しゅもく,1",2,種 目,ichi1 news1 nf06,ichi1 news1 nf06,6,1,1,0,0,True,False,False,False,,
種苗,しゅびょう,1328860,"種苗,しゅびょう,1",2,種 苗,news2 nf30,news2 nf30,30,0,2,0,0,True,False,False,False,,
種類,しゅるい,1328890,"種類,しゅるい,1",2,種 類,ichi1 news1 nf05,ichi1 news1 nf05,5,1,1,0,0,True,False,False,False,,
種類豊富,しゅるいほうふ,2142890,"種類豊富,しゅるいほうふ,1",4,種 類 豊 富,spec1,spec1,0,0,0,1,0,True,False,False,False,,
種馬,たねうま,1652430,"種馬,たねうま,1",2,種 馬,news2 nf43,news2 nf43,43,0,2,0,0,True,False,False,False,,
稲,いね,1167820,"稲,いね,1",1,稲,ichi1 news1 nf08,ichi1 news1 nf08,8,1,1,0,0,True,False,False,False,,
稲作,いなさく,1167870,"稲作,いなさく,1",2,稲 作,news1 nf10,news1 nf10,10,0,1,0,0,True,False,False,False,,
稲刈り,いねかり,1167840,"稲刈り,いねかり,1",3,稲 刈,news2 nf28 spec2,news2 nf28 spec2,28,0,2,2,0,True,False,False,False,,
稲妻,いなずま,1167860,"稲妻,いなずま,1",2,稲 妻,ichi1 news2 nf26,ichi1 news2 nf26,26,1,2,0,0,True,False,False,False,,
稲田,いなだ,1613370,"稲田,いなだ,1",2,稲 田,news1 nf23,news1 nf23,23,0,1,0,0,True,False,False,False,,
稲穂,いなほ,1167920,"稲穂,いなほ,1",2,稲 穂,news2 nf25 spec2,news2 nf25 spec2,25,0,2,2,0,True,False,False,False,,
稲荷,いなり,1608030,"稲荷,いなり,1",2,稲 荷,news2 nf26 spec2,news2 nf26 spec2,26,0,2,2,0,True,False,False,True,,
稼ぎ,かせぎ,1194430,"稼ぎ,かせぎ,1",2,稼,news1 nf11,news1 nf11,11,0,1,0,0,True,False,False,False,,
稼ぐ,かせぐ,1194450,"稼ぐ,かせぐ,1",2,稼,ichi1 news2 nf42,ichi1 news2 nf42,42,1,2,0,0,True,False,False,False,,
稼働,かどう,1590520,"稼働,かどう,1",2,稼 働,news1 nf12,news1 nf12,12,0,1,0,0,True,False,False,False,,
稼働率,かどうりつ,1613800,"稼働率,かどうりつ,1",3,稼 働 率,news1 nf19,news1 nf19,19,0,1,0,0,True,False,False,False,,
稼業,かぎょう,1194470,"稼業,かぎょう,1",2,稼 業,news2 nf28 spec2,news2 nf28 spec2,28,0,2,2,0,True,False,False,False,,
稽古,けいこ,1250990,"稽古,けいこ,1",2,稽 古,ichi1 news2 nf28,ichi1 news2 nf28,28,1,2,0,0,True,False,False,False,,
稿,こう,1280660,"稿,こう,1",1,稿,news1 nf19,news1 nf19,19,0,1,0,0,True,False,False,False,,
